task_id,runtime,rating
1,2.014348268508911,4
2,2.205899953842163,4
3,0.8176784515380859,4
4,0.713284969329834,1
5,1.4277496337890625,4
6,1.12180757522583,4
7,1.214496374130249,4
8,1.5246555805206299,4
9,0.8175618648529053,4
10,1.0826857089996338,4
11,5.155117750167847,4
12,1.5667920112609863,4
13,7.256246089935303,4
14,0.9631209373474121,4
15,5.234205007553101,5
16,3.3288698196411133,1
17,0.7632882595062256,4
18,4.008122205734253,5
19,1.416020393371582,4
20,1.861685037612915,4
21,5.655056953430176,4
22,2.626492738723755,4
23,0.8862245082855225,4
24,11.306482315063477,5
25,0.8901374340057373,1
26,2.2914960384368896,4
27,10.27175259590149,1
28,2.131190538406372,1
29,1.217808723449707,4
30,2.1991636753082275,4
31,1.5540952682495117,4
32,0.9648697376251221,4
33,0.8791265487670898,5
34,0.8455595970153809,1
35,1.5440127849578857,3
36,1.4814503192901611,4
37,1.2610576152801514,4
38,1.8584315776824951,4
39,1.7060940265655518,4
40,1.0826442241668701,1
41,1.5954113006591797,4
42,0.9380438327789307,4
43,1.2490801811218262,4
44,0.721879243850708,4
45,2.9305946826934814,4
46,0.961097240447998,1
47,1.3967735767364502,4
48,1.767510175704956,4
1,3.2173759937286377,4
2,1.0670838356018066,4
3,6.008724212646484,4
4,1.5916838645935059,1
5,0.8687317371368408,4
6,3.3785605430603027,7
7,8.11491847038269,4
8,5.841872453689575,4
9,1.078709602355957,4
10,0.8278496265411377,1
11,9.521508693695068,4
12,0.9500489234924316,4
13,15.243376970291138,7
14,1.2842676639556885,4
15,7.378445148468018,4
16,8.824088335037231,1
17,10.85843300819397,4
18,1.3533825874328613,4
19,0.9606001377105713,4
20,0.7773120403289795,4
21,5.704682350158691,4
22,21.11497950553894,1
23,4.445650815963745,4
24,2.989640235900879,4
25,2.2420661449432373,4
26,2.7689287662506104,4
27,2.1431963443756104,1
28,3.5462663173675537,4
29,0.6504662036895752,4
30,2.3424320220947266,4
31,1.6174721717834473,4
32,0.7782275676727295,4
33,0.9091811180114746,4
34,7.458636522293091,1
35,1.8360745906829834,4
36,0.7164421081542969,4
37,7.481252193450928,4
38,1.5430996417999268,4
39,0.7807378768920898,4
40,0.9211530685424805,4
41,1.388744831085205,4
42,1.0432147979736328,4
43,1.3288655281066895,4
44,8.077831029891968,4
45,1.9716784954071045,4
46,1.667290210723877,1
47,1.1324419975280762,4
48,2.8131487369537354,4
1,1.8346471786499023,4
2,0.8439900875091553,4
3,1.3393590450286865,4
4,2.6110854148864746,1
5,1.050476312637329,4
6,1.6244916915893555,7
7,3.1760544776916504,4
8,1.620312213897705,4
9,2.017434597015381,4
10,2.691221237182617,4
11,2.180619478225708,4
12,1.2009837627410889,4
13,1.3732242584228516,4
14,1.1056971549987793,4
15,0.9045522212982178,4
16,0.9120583534240723,1
17,1.4411029815673828,4
18,1.7306785583496094,4
19,1.149200201034546,4
20,3.7731432914733887,4
21,3.889488697052002,1
22,7.445537567138672,1
23,4.09687352180481,4
24,0.9712026119232178,4
25,0.779348611831665,4
26,1.4771828651428223,4
27,0.8525650501251221,1
28,1.461454153060913,4
29,5.575350284576416,4
30,0.9111838340759277,4
31,0.887059211730957,4
32,0.8112039566040039,4
33,1.2953405380249023,4
34,4.675920009613037,1
35,0.8525097370147705,4
36,1.5497000217437744,7
37,5.02242112159729,7
38,1.2976326942443848,4
39,0.7295832633972168,4
40,0.8240926265716553,1
41,0.7672655582427979,4
42,1.4197969436645508,7
43,0.7449207305908203,4
44,0.7269566059112549,4
45,0.998546838760376,4
46,0.7367420196533203,4
47,0.9141902923583984,4
48,0.6580073833465576,4
1,5.577383995056152,7
2,1.6256558895111084,1
3,7.4554762840271,4
4,1.5956966876983643,1
5,1.0104901790618896,4
6,1.15708327293396,4
7,0.9850893020629883,4
8,1.6082274913787842,4
9,2.7341818809509277,4
10,3.6332809925079346,3
11,0.8150014877319336,4
12,1.431396245956421,4
13,1.145082950592041,4
14,3.7250192165374756,4
15,0.9138281345367432,4
16,8.726882457733154,1
17,0.6758337020874023,4
18,1.2512342929840088,4
19,1.5103302001953125,4
20,3.2833986282348633,4
21,2.273845911026001,4
22,0.9078488349914551,1
23,4.253132581710815,4
24,1.9995107650756836,4
25,1.7269823551177979,4
26,1.5092780590057373,4
27,1.766381025314331,4
28,1.5292954444885254,4
29,1.3914752006530762,4
30,1.02571439743042,4
31,3.9417622089385986,7
32,0.9927351474761963,4
33,7.4951171875,4
34,1.660193681716919,1
35,9.3369722366333,4
36,3.471268892288208,7
37,0.6706969738006592,7
38,1.5879268646240234,4
39,2.957904577255249,4
40,0.6934776306152344,4
41,1.064918041229248,4
42,3.4166643619537354,4
43,2.4752848148345947,4
44,0.8739943504333496,4
45,0.7868502140045166,4
46,0.9224519729614258,1
47,5.17854380607605,4
48,2.2783987522125244,4
1,2.4653754234313965,4
2,2.0826940536499023,4
3,0.756145715713501,4
4,0.8927109241485596,1
5,2.0189011096954346,4
6,2.146556854248047,2
7,4.744102716445923,4
8,2.590458393096924,4
9,9.768331289291382,3
10,1.0205388069152832,1
11,0.6569159030914307,4
12,1.3504796028137207,3
13,0.8453114032745361,4
14,0.8443894386291504,4
15,0.8465824127197266,4
16,1.028630256652832,1
17,1.2319419384002686,4
18,4.453612804412842,4
19,3.9168801307678223,4
20,1.4549221992492676,4
21,0.7785580158233643,4
22,4.718924045562744,1
23,2.5883097648620605,4
24,7.947588682174683,1
25,1.5207433700561523,4
26,6.028177976608276,4
27,3.1279022693634033,4
